Date,1>River Murray @ US Lock 1 (426902)>Downstream Flow,2>River Murray @ Wellington (426532)>Downstream Flow,3>Inflow 28>Downstream Flow,4>Target Barrage Release>Downstream Flow,5>Lake Albert>Constituents@Salt@Stored Concentration,6>Lake Alexandrina>Constituents@Salt@Downstream Flow Concentration,7>Lake Alexandrina>Storage Level
EOH
1991-05-30,1808.6059701218601,1043.0845844141616,3191.7800000000002,170,882.55427467057063,351.39835868958988,0.59667797362767339
1991-05-31,1808.6059753704367,1043.0850831712016,3191.7800000000002,170,882.73990733934465,351.4828376959793,0.59668549672961257
1991-06-01,1938.1251937198958,1062.0444496238208,3191.7800000000002,174.62606241354786,881.39634679466144,351.37368414369422,0.59931954398484888
1991-06-02,2045.12330742625,1088.2842028765322,3191.7800000000002,1079.2317970292756,880.15979471819116,351.010377131513,0.60067704166972868
1991-06-03,2252.4261765715646,1129.1124297274637,3191.7800000000002,1742.3860626063033,879.04490072522401,350.54475625765252,0.60121779652025276
1991-06-04,2463.2110929878959,1192.9019116713373,3191.7800000000002,2058.7455309019047,878.03043633146808,350.01913797112269,0.60146842900975284
1991-06-05,2617.9165685398248,1285.8214409337979,3191.7800000000002,2269.6912984615124,877.04280285064453,349.46178160611572,0.6015861768157742
1991-06-06,2715.3193991410199,1409.5042580390443,3191.7800000000002,2460.1906740390159,876.05730384422861,348.8780235032358,0.60167103880842732
1991-06-07,2771.63141143132,1558.9455797429634,3191.7800000000002,2662.8509924883383,875.07377830054634,348.26754229007594,0.6017469780861332
1991-06-08,2802.7503249934289,1720.3862800753675,3191.7800000000002,2871.3879750258648,874.09204949659659,347.62908176476117,0.60181483490433485
1991-06-09,2819.6311240194259,1874.3729196730878,3191.7800000000002,3066.1637671778089,873.11195870334359,346.96325816619884,0.60187270314225372
1991-06-10,2828.7703838482571,2003.9091153429231,3191.7800000000002,3229.5877776195011,872.13337469831924,346.2733233634828,0.60191997854014589
1991-06-11,2833.7537523241745,2100.8933944704172,3191.7800000000002,3353.7427430997145,871.15619360947017,345.56431528019618,0.6019573760567184
1991-06-12,2836.5013080532826,2166.5572892864361,3191.7800000000002,3440.6222787318511,870.18033525356282,344.8416679221325,0.60198628712150504
1991-06-13,2838.0346228675271,2207.5690878563923,3191.7800000000002,3497.8880724914316,869.20573866447603,344.1101149140452,0.60200827753587627
1991-06-14,2838.9004685228151,2231.7080201638901,3191.7800000000002,3534.3126468874643,868.23235790656429,343.37321828653364,0.60202481309723088
1991-06-15,2839.3947847136119,2245.3733310653733,3191.7800000000002,3557.1753312146016,867.26015854093441,342.63340185509958,0.60203714604405034
1991-06-16,2839.6797999985311,2252.9461735641653,3191.7800000000002,3571.5865481631777,866.28911479678845,341.89221352473606,0.60204629119471542
1991-06-17,2839.8455848175345,2257.1108102875355,3191.7800000000002,3580.8106995209318,865.31920737594464,341.15061034866574,0.6020530443315234
1991-06-18,2839.9427583931065,2259.4052362137195,3191.7800000000002,3586.8353102277806,864.35042178148763,340.40917942668926,0.6020580161794552
1991-06-19,2840.0000932148187,2260.6786896569706,3191.7800000000002,3590.8518797118213,863.3827470615422,339.66828420022983,0.6020616686730853
1991-06-20,2840.0341134746322,2261.3926180562603,3191.7800000000002,3593.5793293198326,862.41617487320434,338.92815384365747,0.60206434771725259
1991-06-21,2840.0543965274569,2261.797192936182,3191.7800000000002,1230.6574964298545,861.45069211447685,338.35269772379542,0.60551342859903468
1991-06-22,2840.0665382114671,2262.0288562435449,3191.7800000000002,468.23998364847466,860.48672334277092,337.99464020434101,0.60993079911800341
1991-06-23,2840.0738310742881,2262.1627777428475,3191.7800000000002,249.73935935347302,859.44880070469787,337.70261512387378,0.61457885804202894
1991-06-24,2840.0782240981866,2262.240853729832,3191.7800000000002,172.47685077271569,858.18545678648888,337.42141355741364,0.6191737571319611
1991-06-25,2840.0808761780886,2262.2867088309081,3191.7800000000002,170,856.70751119218892,337.13123377580132,0.62360709626648769
1991-06-26,2840.0824810955219,2262.3138115793531,3191.7800000000002,170,855.06764922732498,336.82875807536516,0.62791292659713094
1991-06-27,2840.0834540933565,2262.3299175451893,3191.7800000000002,170,853.31755794205708,336.51723041442654,0.63212885480509107
1991-06-28,2840.0840443658531,2262.339532491143,3191.7800000000002,170,851.52520604762117,336.20063330435801,0.63630573572454552
1991-06-29,2840.0844026685681,2262.3452945984409,3191.7800000000002,170,849.72815576169626,335.88252513955575,0.6404720211047894
1991-06-30,2840.0846206135102,2262.3487589732881,3191.7800000000002,170,847.93196659838884,335.564367207082,0.64463190605620746
1991-07-01,2884.0577009728445,2262.0500927496723,3691.7800000000002,170,846.0897523729443,0,0.64999999999999991
1991-07-02,2974.0374533386353,2263.0346881856235,3691.7800000000002,2482.9565877791692,845.56049474703627,335.10145292413563,0.65059895246398225
1991-07-03,3089.4733865383696,2267.8075411317227,3691.7800000000002,2740.3631248123302,845.03187074396442,334.61033921241011,0.6508324975339399
1991-07-04,3177.8910321886306,2282.20770187066,3691.7800000000002,2858.9011053985714,844.5038529129032,334.09410178058766,0.6509382149095877
1991-07-05,3230.9351832864254,2314.0063330647067,3691.7800000000002,2942.4595007175321,843.97640016426021,333.56462235249609,0.65099820015107912
1991-07-06,3258.1460798562844,2367.018614005618,3691.7800000000002,3027.6235391117852,843.44946878800192,333.02419591246792,0.65103959199920147
1991-07-07,3270.586458038882,2436.3583184438098,3691.7800000000002,3120.296423740212,842.92301878110243,332.47222393239076,0.65107121345476915
1991-07-08,3275.8121534161924,2510.0387766642734,3691.7800000000002,3212.0961103341979,842.39701622363395,331.90827831481096,0.65109617073635295
1991-07-09,3277.8887568966529,2575.4284907878086,3691.7800000000002,3291.7955361268828,841.8714335452463,331.3332632603956,0.65111590663375507
1991-07-10,3278.7002876306592,2624.9895874385602,3691.7800000000002,3352.6238382748516,841.34624889028896,330.74930126468786,0.65113139242666485
1991-07-11,3279.0294365776626,2657.6932904323244,3691.7800000000002,3394.1241171041675,840.82144519966209,330.15899894062619,0.65114343037634004
1991-07-12,3279.1760168011756,2676.816307389171,3691.7800000000002,3420.055237350638,840.29700928840293,329.56473225807406,0.65115271096715333
1991-07-13,3279.249637813914,2686.8944372516821,3691.7800000000002,3435.3637023699439,839.77293102874398,328.96828170956746,0.65115981834343561
1991-07-14,3279.2906279533481,2691.7627708266232,3691.7800000000002,3444.226859958821,839.24920266951847,328.37080608448531,0.65116523354124056
1991-07-15,3279.3150069248113,2693.9572857095891,3691.7800000000002,3449.4589280509867,838.72581828847058,327.77298869239445,0.65116934344722344
1991-07-16,3279.3300387660674,2694.9003623755798,3691.7800000000002,3452.7038907833703,838.20277336089362,327.17521004156328,0.65117245360567244
1991-07-17,3279.3394900584585,2695.2978412932894,3691.7800000000002,3454.8413476260948,837.68006442465946,326.57767939314476,0.65117480207746758
1991-07-18,3279.34550446916,2695.4684013815881,3691.7800000000002,3456.3246536359402,837.15768882261216,325.98051560748968,0.65117657251258254
1991-07-19,3279.3493652693624,2695.5460566639795,3691.7800000000002,3457.3913229164336,836.63564450580407,325.38379070143031,0.65117790556002508
1991-07-20,3279.35186165292,2695.5846832556344,3691.7800000000002,3458.1742774945928,836.11392988393618,324.78755157383227,0.65117890836339143
1991-07-21,3279.3534859757592,2695.6057222535205,3691.7800000000002,3458.7550513930209,835.59254371208408,324.19183058011868,0.65117966222264534
1991-07-22,3279.3545493472507,2695.6180192658417,3691.7800000000002,3459.1880199605034,835.07148500512642,323.59665085937633,0.6511802286490711
1991-07-23,3279.3552493526058,2695.6255394616405,3691.7800000000002,3459.5115577890201,834.55075297322696,323.00202926349533,0.65118065408202053
1991-07-24,3279.3557119458856,2695.6302617871593,3691.7800000000002,3459.7536006189575,834.0303469732587,322.40797815171965,0.65118097352598847
1991-07-25,3279.3560188916058,2695.6332740933531,3691.7800000000002,3459.9347897276921,833.51026647226877,321.81450659399735,0.65118121333490542
1991-07-26,3279.3562236320031,2695.6352155000582,3691.7800000000002,3460.0704787588511,832.99051102002272,321.22162122578544,0.65118139333233116
1991-07-27,3279.35636080933,2695.636476401151,3691.7800000000002,3460.1721226860855,832.47108022838279,320.62932687127227,0.65118152841979249
1991-07-28,3279.3564528217394,2695.6373005546743,3691.7800000000002,3460.24828048364,831.95197375582597,320.03762700149895,0.65118162979334482
1991-07-29,3279.3565146926344,2695.6378422378052,3691.7800000000002,3460.3053527695051,831.43319129582585,319.44652407721799,0.65118170586186397
1991-07-30,3279.3565569314492,2695.6382000469775,3691.7800000000002,3460.348128810806,830.91473256813401,318.85601980887515,0.65118176293912722
1991-07-31,3279.356585130809,2695.6384374820836,3691.7800000000002,3460.380193729432,830.39659731224071,318.26611533821813,0.65118180576486884
1991-08-01,3230.939651590229,2675.0505060176015,4441.7799999999997,1538.1785960588873,830.42667863251734,317.87186497344595,0.65297144174995092
1991-08-02,3296.7910693715771,2628.6495776408301,5191.7799999999997,722.4329323226807,830.45362722716732,317.72722288719802,0.65582257387585852
1991-08-03,3501.9193058131559,2557.9819032399055,5941.7800000000007,523.86651350880311,830.30228441485576,317.64380587545094,0.65871973379139892
1991-08-04,3932.3934502548805,2486.9298210771103,6691.7800000000007,359.27520637354104,829.93317749438665,317.57078153937363,0.66158376959295073
1991-08-05,4590.5035809270576,2452.8844511801713,7441.7800000000007,245.53560138933503,829.3817899394279,317.50243914674905,0.66442321503373225
1991-08-06,5354.8815124674984,2498.4323688850045,8191.7799999999997,197.8768450709081,828.6946986664725,317.43379668602279,0.66729598716860394
1991-08-07,6059.2920372264298,2662.8513801920017,8191.7799999999997,208.40868327803187,827.90980908603183,317.35943719981265,0.67032497214398945
1991-08-08,6594.9510490803223,2972.3849509158008,8191.7799999999997,353.87539979043055,827.04955455378411,317.26851974802537,0.67354327294109095
1991-08-09,6944.993933217499,3428.9399471870624,8191.7799999999997,790.27133252606916,826.12850885879868,317.13388715963464,0.67674158894253911
1991-08-10,7148.6765897864207,3999.2373429345057,8191.7799999999997,1411.9704452882047,825.16915138021648,316.9250357125722,0.67982794815385061
1991-08-11,7257.1668056599974,4612.6980878102477,8191.7799999999997,2046.9580849997046,824.19211037267576,316.63019815054838,0.68286458407091399
1991-08-12,7311.0461829589331,5181.2220778203809,8191.7799999999997,2621.4467079090164,823.20742215298924,316.25357902807781,0.68588344401829093
1991-08-13,7336.2366063886802,5637.2619958975056,8191.7799999999997,3079.7470989794451,822.21978179280825,315.80747063763334,0.68889405629051848
1991-08-14,7347.3686124328533,5959.3291333218576,8191.7799999999997,3403.0046547810589,821.23168157410544,315.30887713434731,0.6919001417649131
1991-08-15,7352.0308888442551,6164.8148493463887,8191.7799999999997,3609.224308100172,820.2445186529186,314.77474623068622,0.69490358571136313
1991-08-16,7353.8903985991547,6286.0645206670197,8191.7799999999997,3730.9383712672147,819.2590865404967,314.21859707644819,0.69790548533662311
1991-08-17,7354.6030820881333,6353.0983637391837,8191.7799999999997,3751.3006504984464,818.27140192497529,313.65271239241298,0.70090572921425798
1991-08-18,7354.8692825748112,6387.9923019811604,8191.7799999999997,3681.0310126973291,817.28487012592291,313.08987813921908,0.70390598448826069
1991-08-19,7354.9679937599922,6405.1509752948532,8191.7799999999997,3696.5215856609225,816.29768679400308,312.53047763331182,0.70690597067744609
1991-08-20,7355.0050680396907,6413.1550351075866,8191.7799999999997,3701.9743050453494,815.30820319170266,311.96933621602273,0.70990566878294836
1991-08-21,7355.0194060390431,6416.7121013254837,8191.7799999999997,3692.0386234120501,814.29404437784524,311.40728159272436,0.71290340124407636
1991-08-22,7355.0251611040994,6418.2243715257709,8191.7799999999997,3683.3107455084032,813.26501562168346,310.8447965564813,0.71590190831299494
1991-08-23,7355.0275540207704,6418.8424165574525,8191.7799999999997,3677.2550914830113,812.22750360203565,310.28219338722266,0.71890093063492677
1991-08-24,7355.028576187884,6419.086821700268,8191.7799999999997,3673.2017250197227,811.18574776249659,309.71953666554009,0.72190030018076989
1991-08-25,7355.029020779667,6419.1811942623199,8191.7799999999997,3670.5732170983692,810.14253466738046,309.15684804591763,0.7248999009652356
1991-08-26,7355.0292154883027,6419.2171994362625,8191.7799999999997,3668.9223146371555,809.09967959479411,308.59413233424624,0.72789965426504921
1991-08-27,7355.0293005076865,6419.2309595874231,8191.7799999999997,3667.9258273061273,808.05835392673509,308.03138877184432,0.73089950730183473
1991-08-28,7355.0293380389767,6419.2362978643778,8191.7799999999997,3667.3597131918982,807.0193050628219,307.46861531352386,0.7338994250277715
1991-08-29,7355.0293549968219,6419.2384206946126,8191.7799999999997,3667.072650609387,805.9830028393676,306.90581003461011,0.73689938434447133
1991-08-30,7355.0293623044363,6419.2392891594436,8191.7799999999997,3666.9641401674539,804.94973634686983,306.34297146519242,0.73989937012366458
1991-08-31,7355.0293651068796,6419.2396538008179,8191.7799999999997,3666.968195117448,803.91967758837325,305.78009857475342,0.74289937251101879
1991-09-01,7298.2818831114773,6404.8118002458532,8283.9466666666667,2887.7700772629255,803.44585921140151,305.34347958380869,0.74576499823038545
1991-09-02,7259.2070528288741,6379.3845678497701,8283.9466666666667,2712.3795966222583,802.86095065146094,305.04030513249529,0.74875367070237298
1991-09-03,7185.695535563158,6336.7670588334249,8283.9466666666667,2677.8559701538347,802.20584803138979,304.74320624937724,0.75174469918064124
1991-09-04,7103.8473419386519,6278.7144236519762,8283.9466666666667,2628.5248114836031,801.50063431431249,304.44577468368129,0.75473690192604503
1991-09-05,7038.8837965251723,6213.480728706646,8283.9466666666667,2539.1535421691824,800.76340832322103,304.15331457408917,0.75773043401538676
1991-09-06,6995.6149958198839,6147.3211417677512,8283.9466666666667,2457.9996449765322,800.00735467623304,303.86926115846467,0.76072511337012449
1991-09-07,6969.7600389819809,6081.265079513737,8283.9466666666667,2392.9044290688589,799.26055595167452,303.59364284445951,0.76372240902360322
1991-09-08,6955.3206088842653,6016.2162367108003,8283.9466666666667,2331.0812169471446,798.52305758335888,303.32630495547238,0.76671973995799136
1991-09-09,6947.5654552269225,5956.3052030275476,8283.9466666666667,2273.0804414922818,797.79198400669941,303.06671004554687,0.76971700164740819
1991-09-10,6943.4840068695521,5906.5161262970332,8283.9466666666667,2224.1350062395686,797.06568176302324,302.81385051678512,0.77271457187705694
1991-09-11,6844.1394934130858,5869.012321977375,7533.9466666666676,2186.8408610736974,796.34316599045178,302.5662536454933,0.77571265724169491
1991-09-12,6562.0203225683172,5840.1079391376124,6783.9466666666667,2157.9327148599773,795.62384712908818,302.32252475301078,0.77871112515057583
1991-09-13,6113.0221742261829,5806.1774174027923,6033.9466666666667,2124.2995106166445,794.90738786446809,302.08239504076795,0.78170926187878897
1991-09-14,5633.5680807486797,5740.598546793176,5283.9466666666667,2059.9537848559407,794.19364208974491,301.84825735984487,0.78470554615719068
1991-09-15,5192.0152164346655,5609.8136366078661,4783.9466666666667,1931.902238559981,793.48264104581278,301.62652239633593,0.78769774107857393
1991-09-16,4742.2371721427044,5391.1068351544782,4783.9466666666667,1717.7144774010262,792.77458239594944,301.42739419074246,0.79068329982803065
1991-09-17,4305.7705576758726,5087.8590818147886,4783.9466666666667,1421.0312342149873,792.06979360471416,301.2623980754646,0.7936593724848886
1991-09-18,3949.8598641441463,4725.1827794121564,4783.9466666666667,1068.3646788100548,791.36870214880173,301.14105837726856,0.79662107317819042
1991-09-19,3708.315509687759,4331.8688303849376,4783.9466666666667,694.28032917577264,790.67192485444571,301.06878892880843,0.79955499365846872
1991-09-20,3569.9047726171048,3930.7519304986868,4783.9466666666667,2328.5489047198389,790.1767267858238,300.91830943022762,0.79960482126666144
1991-09-21,3501.8647837876779,3543.4428942789709,4783.9466666666667,2141.921867299563,789.97286729924997,300.6884290597518,0.79961005924449124
1991-09-22,3472.6948369912543,3194.7794174395167,4783.9466666666667,1901.9462611164822,789.93401431605378,300.50544006657702,0.79959794018091412
1991-09-23,3461.6006659309546,2907.426824420776,4783.9466666666667,1677.1861996999016,789.99235259647821,300.36430122493584,0.79957788062567403
1991-09-24,3457.7868650540295,2692.9554869767867,4783.9466666666667,1498.0389544895463,790.10971041628648,300.25670092810577,0.79955708509919465
1991-09-25,3456.5748578435032,2548.5531494780948,4783.9466666666667,1372.5410953971241,790.26353136673481,300.17348268147936,0.79954024384423317
1991-09-26,3456.2081932061551,2460.8444229994211,4783.9466666666667,1294.4530437948138,790.44001189136407,300.10631577098991,0.79952907050203115
1991-09-27,3456.0984777737144,2412.6834362888403,4783.9466666666667,1251.2674668231493,790.63055776615295,300.04868965584893,0.79952292500475819
1991-09-28,3456.0645559708073,2388.692191932309,4783.9466666666667,1230.1830894208674,790.82981502632811,299.99615031050706,0.79952016893987443
1991-09-29,3456.0533299393578,2377.8001095997383,4783.9466666666667,1221.274246232007,791.03447375027042,299.94600407133009,0.79951925672851742
1991-09-30,3456.0493104726834,2373.2678395305215,4783.9466666666667,1218.2099228573243,791.24249941539165,299.89680083617998,0.79951916051876126
1991-10-01,3355.153195377437,2363.6891586254096,5822.7996774193552,253.86694558508091,792.81495415580787,300.09880153186555,0.79761692679215157
1991-10-02,3371.9432538541273,2377.9086201112136,5822.7996774193552,170,794.25969328357291,300.55263006811572,0.79574672724749707
1991-10-03,3443.9185720012333,2408.8032898199331,5822.7996774193552,170,795.67654858725518,301.00585947590832,0.79386670127902959
1991-10-04,3546.1237367482076,2437.7416413957794,5822.7996774193552,170,797.07543153388474,301.45684815851558,0.79199706934550285
1991-10-05,3643.2639480617549,2457.1377632342524,5822.7996774193552,170,798.4632636853886,301.90668549310817,0.79013705295124925
1991-10-06,3708.4967680968189,2475.6544999639186,5822.7996774193552,170,799.84381046728777,302.35602259492828,0.78829245504315582
1991-10-07,3744.8493570793316,2507.1480146464737,5822.7996774193552,169.99999999999997,801.21673967147331,302.80510994243446,0.78648446322338594
1991-10-08,3763.2738841743567,2557.280389163489,5822.7996774193552,170,802.57854149369859,303.25384450387401,0.78473909203923675
1991-10-09,3771.6014206703271,2619.4465257360362,5822.7996774193552,170,803.92515146480662,303.70193953930249,0.78307150014870663
1991-10-10,3774.6395989140569,2681.116329497826,5822.7996774193552,170.00000000000006,805.254404548102,304.1491456855174,0.78147942924321356
1991-10-11,3775.266801103021,2732.1053146538011,5822.7996774193552,170.00000000000006,806.5669639147369,304.59539774886713,0.77994762310329802
1991-10-12,3775.0243377979432,2768.3316426908873,5822.7996774193552,170,807.86574938700267,305.04083505538694,0.7784565455631165
1991-10-13,3774.5993409463213,2790.9139226522689,5822.7996774193552,170.00000000000003,809.15469905846805,305.48573096237067,0.77698915342298647
1991-10-14,3774.2288432461282,2803.4082333233164,5822.7996774193552,170,810.43766447209111,305.93039863922911,0.77553362939671977
1991-10-15,3773.9597485701333,2809.5300747489919,5822.7996774193552,170,811.71779242483819,306.37512085910703,0.77408310767855826
1991-10-16,3773.7778564862551,2812.1073160821925,5822.7996774193552,170,812.99735772857775,306.82011746272303,0.77263420935554206
1991-10-17,3773.6583038610438,2812.9378622560098,5822.7996774193552,170.00000000000006,814.27786021456507,307.26554191632891,0.77118558624097366
1991-10-18,3773.5803614091419,2813.0239173228488,5822.7996774193552,170,815.56021774582791,307.71149270535585,0.76973689535663326
1991-10-19,3773.5295179593359,2812.8600026598488,5822.7996774193552,169.99999999999994,816.84495731367463,308.1580287434,0.76828820202311521
1991-10-20,3773.4962254466591,2812.6572611781548,5822.7996774193552,170.00000000000006,818.13236488657753,308.60518315644703,0.76683968317922979
1991-10-21,3773.474325593203,2812.4875129181301,5822.7996774193552,170,819.42258811074259,309.05297354267816,0.76539150606056416
1991-10-22,3773.4598585083304,2812.3636708949534,5822.7996774193552,170.00000000000003,820.71570021403556,309.50140876570396,0.7639437942245092
1991-10-23,3773.4502668414038,2812.2788091331522,5822.7996774193552,170.00000000000003,822.01173681291573,309.9504930738218,0.76249662903406912
1991-10-24,3773.4438890454985,2812.2223012935506,5822.7996774193552,170,823.31071576388001,310.40022842401214,0.76105006091625338
1991-10-25,3773.4396380728117,2812.1850923332049,5822.7996774193552,170.00000000000006,824.6126472518298,310.85061571337991,0.75960412023909385
1991-10-26,3773.4367998809385,2812.1606483318797,5822.7996774193552,170,825.91753861972086,311.30165539452423,0.75815882516143063
1991-10-27,3773.4349028869538,2812.1445629400955,5822.7996774193552,170,827.22538916391545,311.75334776457521,0.75671418663134515
1991-10-28,3773.4336318349483,2812.1339447820574,5822.7996774193552,170.00000000000006,828.54485957047802,312.20608730598184,0.75527800143599511
1991-10-29,3773.4327802014091,2812.1269124085215,5822.7996774193552,170.00000000000003,829.8725256398925,312.66012697924015,0.75384742588541764
1991-10-30,3773.4322102862679,2812.1222410636683,5822.7996774193552,170.00000000000003,831.20584372442158,313.11522022071904,0.75242035728290302
1991-10-31,3773.431827985351,2812.1191303623,5822.7996774193552,170,832.54344065885539,313.57120505121583,0.7509956611388694
1991-11-01,3830.2206547118808,2808.9000372922937,6338.2816280000006,170,834.16044099651913,314.06184843080212,0.74908764764482483
1991-11-02,3933.8682920030301,2801.0914476558528,6338.2816280000006,169.99999999999994,835.77624211365628,314.58692997608301,0.74722021201819644
1991-11-03,3974.9268727681824,2791.9503249195432,6338.2816280000006,169.99999999999991,837.39622703794885,315.11196142545282,0.74531806722388605
1991-11-04,3982.9453000338272,2790.3935881603693,6338.2816280000006,170.00000000000003,839.02077044995417,315.63681865197236,0.74340459423810956
1991-11-05,3987.5969914596171,2804.2374855996113,6338.2816280000006,169.99999999999994,840.64719627048783,316.16187528060237,0.74150606029497934
1991-11-06,3993.4184433279693,2832.7969732119454,6338.2816280000006,169.99999999999994,842.27128432534914,316.68709394809053,0.73964345597323422
1991-11-07,3997.7780315415707,2866.715139197514,6338.2816280000006,170,843.88963443949478,317.21228378286298,0.73782347141923799
1991-11-08,3999.44503191387,2895.7509136834083,6338.2816280000006,170.00000000000003,845.50114342927532,317.73731882926205,0.73603914561252815
1991-11-09,3999.0867396976619,2915.4218111010637,6338.2816280000006,170,847.10681667936649,318.2622241479105,0.73427831880640437
1991-11-10,3997.8395476835267,2926.860493962452,6338.2816280000006,169.99999999999994,848.70865965019163,318.7871387415737,0.73253098840184827
1991-11-11,4085.0410505344512,2933.3353716424813,7088.2816280000006,170,850.30866657867944,319.31223551524721,0.73079168847021414
1991-11-12,4360.0343673282105,2939.2548863050943,7838.2816280000006,169.99999999999994,851.90804153810257,319.8376503510699,0.72906058259118955
